user_id,user_login,observation_ids,observation_count
145147,etvehe,17472732;17472789;17472841;17472919;17473169;17473182;17473728;17474670;17475062;17475950;17481282;17486879;17496445;17496493;17496604;17496632;17496804;17496833;17496998;17497054;17497102;17497243;17497311;17497443;17497628;17497648;17497799;17498446;17498475;17498497;17498512;17498513;17498516;17498565;17498917;17498985;17499285;17499324;17499335;17503291;19422323;29890367;31528958;33153790;33155257;33155322;33157782;33157810;33157835;33163163;33171984;33216471;33216492;38677199;91183391;96283305;96283577;96284145,58
1605759,sheila94,22437528;22437531;22437539;22437548;22437555;22437575;22437590;22437596;23460288;23460466;23460582;23460696;23461903;23462067;23462257;23462799;23463027;23463146;23463593;23463708;23463953;23464299;23464427;23464757;23464961;23465103;23465328;23465584;23466001;23466241;23466318;23466620;23466832;23467053;23467278;23467937;23468504;23468770;23469344;23469488;23469566;23469635;23469709;23469774;23470059;23470222;23470340;23470422;23470804;23471352;23471588;23471837;23472422;23472474;23473451;23474099;23474389,57
276108,rob_grunewald,3732274;4413065;4413102;4413121;4413837;4413839;4413841;4413852;4413919;4413940;4413994;4414072;4414362;4419712;4419985;5018691;5018765;5018767;5018802;5018822;5018829;5018838;5031864;6693365;6699467;6699580;6699614;6699625;6699743;6699751;6699771;7063923;7063984;7064156;7064320;11659838;16836483;16836679;16859286;16859303;16859323;17073467;17078445;19999677;19999748;20000054;37497849;37497865;37521666,49
599784,ise,8591610;26865799;26865819;26865845;26865866;26865878;26865891;26865906;26865948;26865972;26865991;26866003;26866029;26866054;26866068;26866085;26866128;26868282;26868316;26868338;26868366;26868444;26883043;26883062;26883078;26883116;26883179;26883240;26883277;26883292;26883299;26883340;36787241;37903763;38464433;38464437;38464440;38464442;38464445;38464446;38464447;38465116;38465118;38465119,44
38864,scoutingskater,17464293;17464338;17465612;17465737;17468381;17470499;17470521;17470600;17470701;17470920;17471005;17472530;17472692;17472740;17473086;17474262;17496727;17496766;17496810;17496842;17496879;17496917;17496960;17497013;17497034;17497110;17497133;17497258;17497298;17497331;17497411;17497435;17497518;17497613;17497636;17497667;17497748;17497892;17498029;17498174;17498196;17498231;17498280;17502365,44
4093313,calitexotan,73526863;73527811;73528549;81738915;81746437;81746561;81746620;81763236;84556906;84556954;84562926;84563123;84563275;84563931;84572362;84572566;84573578;84578066;84580006;92697233;93720751;93725596;93725826;93725922;93726650;93726876;93727255;93734931;93735337;93735691;93736516;93736627;93737117;93739262;93740691;96122851;96124314;96124362;96124732;96129650;96129705;96234893;96234926,43
1195978,matthewt6416,33044585;34388349;57400163;57400184;57402150;57402337;57402433;57403715;57403750;57404493;57407460;57407511;57407571;57407703;57408225;57408357;57408417;57408509;57408687;57477674;80688093;80688107;80812990;80813185;80813262;80813364;80813452;80813596;80813656;80813732;80813822;80813913;80814006;80814155;80814344;80814464;80814493;80814621;80814952;80815486;84967280;84967438,42
994775,luke78,12939491;12953971;12954338;12980724;13147485;13197151;13197220;13204494;13206547;13208069;13240006;13242110;13331907;13337324;13375606;13383879;13423979;13425016;13447772;13448339;13548459;13548515;13550477;13550832;13552414;13649257;13781580;13991084;14348341;14595334;14595337;15118756;15426609;15426621;15426624;15426744;15427061;22390685,38
4245931,turtlemitchell,95882913;96119449;96687389;96687454;96687578;96687610;96687989;96694958;96706724;96707006;96707129;96708051;96708578;96708721;96708757;96708852;96708973;96709825;98384073;98384809;98385358;98387206;98387335;98389150;98389273;98393351;98394141;98400717;98404160;98407848;98417530;98609677;98610524;98615266;98618195;98621424,36
53643,alstrauss,1729863;1729864;1729865;1729925;1733429;1733430;1733431;1733432;1733435;13249282;13249302;13249316;13249331;13249343;13249374;13249396;13249417;13249449;13249525;13249577;13249606;13249651;13249684;13249690;13249755;13249798;13249861;13249880;13249917;13249925;13249978;13249995;13250062;13250074;13250090;13250109,36
84154,joshleonard,17462247;17465768;17465792;17466323;17468548;17468707;17469529;17469547;17469563;17469591;17469615;17469648;17469655;17470282;17476538;17476581;17476620;17476810;17476853;17476909;17476977;17477002;17477450;17477501;17477549;17481043;17485384;17485432;17485469;17497399;17498310;17498954,32
171963,kirsticarr,55238718;55495863;55514391;55914154;56119292;56365135;56365457;56366925;56760924;57070117;57673040;57918698;57918795;57918901;58306637;58357870;59275657;59275682;59615424;60477605;60477614;60481094;60550793;60563511;60623838;60905278;60905423;60905616;61167897;61167914,30
242224,malisaspring,6746269;6746270;6746271;6746272;6746274;6746275;6746276;6746277;6746366;6746367;6746368;6746490;6746491;6746492;6746493;6746495;6746496;8353392;39594765;39594767;39594770;39594771;39594772;39594773;39594774;39594778;39594780;39594783;39594785,29
349485,suedahl,17496775;17496793;17496865;17496983;17497023;17497092;17497125;17497251;17497302;17497949;17499242;17499250;17499260;17499264;17499273;17499284;17499623;29861726;96091356;96098221;96103778;96103839;96103873;96103957;96104007;96104087;96104187;96104406,28
1261398,barclay1950,26456891;26456930;26457052;26457330;26457499;26457648;26457882;26458054;26458211;26458522;26458772;26458904;26458997;26459189;26459345;37784272;37784691;37785641;37786403;37786667;37786958;37787229;37787289;37787598;37787805;37787968;37788083;37788221,28
893510,beth_tracks,11704243;11704611;11704760;11705146;11705318;11705401;11705541;11705704;11705892;11706094;11706222;16817641;16817713;16817770;16817852;16818004;16818137;16856828;16857593;16857645;16857822;16858155;16858225;16858619;16858751;16858983;16859503,27
3094326,ebelkholm,49575664;49577767;49619764;49619811;49619861;49619936;49620176;49622833;49622912;49622973;49623035;49623230;49623418;49623479;49623542;49710905;49710939;49710979;49711015;49711047;49711070;49711097;49711133;49711158;49711177;49711202,26
728250,barbheenanandersen,25448617;25448683;25448826;25448899;25449676;25450342;25450393;25450413;25450475;25450607;25450802;25451229;25451491;25452127;25452602;27027870;27028613;27028789;27029090;27029769;27029961;27030170;27030720;27031676,24
1679119,jakobus,23460046;23460683;23461399;23462839;23463042;23463296;23463527;23463638;23463922;23464145;23464499;23464636;23464953;23465699;23466027;23466214;23466615;23466790;23467585;23468114;23468434;23469193;23469659;23470199,24
821551,allib001,17474937;17496732;17497123;17497250;17497301;17497329;17497768;17498164;17498313;17498375;17499405;17499408;17499421;17499433;17499453;17499482;17499487;17499509;17499514;17499519;17499527;17499536;17499545;17499562,24
1923390,ebelcr,43511414;43511850;43512095;54322850;54323249;54323700;63035080;63035369;63037214;63037494;63038004;63038552;63038661;63038936;63039598;63040579;63040719;63040925;63041238;63041647;63042256;63042486;63042618,23
751337,audrey49,14384608;14384665;16800209;16800223;16800232;16800241;16809753;16809763;16809767;16809773;16809800;16809810;16809818;16847551;16847567;16847572;16847614;16847617;16847650;16847665;16847674;16847679;16847695,23
1820529,odontoblast32,26864546;26864754;26864792;26865031;26865189;26865321;26865534;26865580;26866023;26867249;26867295;26869376;26869423;26869483;26869566;26869597;26872887;26879154;26879948;26884283;26884352;26884844,22
1056588,khawley,16795100;16815013;28739904;28747579;28756033;28774449;28774464;28896413;28896753;28897305;28982391;28982394;29859247;37488609;37497721;37497937;37498019;37498037;37499217;37629867;41536615;41536665,22
3934553,jeffvelline,80326872;84139681;84139731;84139753;84139805;84139856;84139886;85497439;85497759;85529271;85529456;85529814;85818059;89429671;89429795;89429831;89429929;89430087;89430116;89430147;89430278,21
537603,danab,13364651;13365544;13365678;13365823;13365840;13365888;13365997;13366023;13366232;13366610;13366651;13367119;13367619;13367923;13367999;13368288;13369627;13370858;13371059;13371113;13371155,21
631470,gayatri_narayanan,7995617;7995625;7995627;7995630;7995636;7995637;7995653;7995680;7995718;8015759;8015772;8015791;8794948;8794951;8794952;8794953;8794954;8794955;8794956;8794958,20
1077331,laima_liulevicius,80825986;80826424;80826513;80826552;80826592;82434187;82434286;82434344;82434375;82434418;82434466;82434665;84420375;86801612;86801769;86801843;86801892;86802045;86802500;87009485,20
1151236,spenser3,30614149;30614486;30614780;30614903;30615045;30615620;30615888;30616051;30616244;30616387;30616928;30617351;30617557;30618690;30618757;30619018;30619045;30619399;30620512,19
1046717,eccarls,13831360;13831437;13831571;13831650;13831907;13832150;13832183;13832288;13832365;13832400;13832426;13832635;13832788;13836383;13836915;13840186;13840471;13840495;14019003,19
1685878,autumncellists,23460820;23464605;23466830;23466928;23467018;23467117;23467211;23467317;23467418;23467517;23467683;23467903;23469057;23469442;23469934;23471003;23471565;23472148,18
38867,mabowerman,16940998;16941052;16941103;16941137;16941177;16941204;16941236;16941276;16941353;16941590;16941647;16941674;16941741;16943187;16943219;16943632;16943673;16943768,18
264476,starrbright651,17466830;17466879;17470529;17470602;17470686;17470748;17470798;17470820;17482925;17482940;17482989;17483041;17483050;17483064;17483081;17497622;17497783;17498122,18
1275167,cyndilu,17496515;17496613;17496653;17496709;17496742;17496781;17496904;17497067;17497145;17497297;17497459;17497537;17497602;17497640;17497904;17498085;17498233;26865594,18
818667,eoconnell,17484803;17484811;17484817;17484838;17484851;17484863;17484877;17484887;17484902;17484911;17484929;17484939;17484945;17484987;17484995;17485006;17485012;17498968,18
4565632,akoshiol,82470037;82579551;82579646;83507333;83631417;83631466;83631523;84994237;84994339;84994402;85645666;86077893;86086865;86199108;86199155;86199280;86880534,17
276216,kari2,23985426;23985488;23992708;23993112;23993916;23994366;23994505;23994680;23994907;23995161;23995495;24227449;65422611;65422752;65422822;73424692;73425047,17
2637528,cgmayers,53406576;53406615;53406658;53406875;53406971;53407052;53407134;53418964;53419001;53419096;53419116;53419139;53419193;53507058;53507107;53507197,16
154130,winterwren,14382453;14383364;14383507;14384598;14385504;14385526;14387789;14387934;14387954;14387970;14387993;14388026;14388062;14388081;14388089,15
600586,blakeslizard,19909739;22414356;22415015;22415356;22418046;22418369;22420232;22420486;22420805;22420875;22421667;22422533;22424596;22427631;22429661,15
278771,markerikson,5103840;5103843;5103849;5104452;19937036;35954957;35955014;35955058;36025095;36473982;67257265;67257883;67632562;73886852,14
424495,gravel,13243373;13243451;13244453;13244458;13244514;13244517;13244530;13245448;13246226;13246230;13246235;13246245;13246248;13246265,14
396396,apagones,5018496;5018499;5018500;5018502;5018503;5018504;5018505;5018506;5018507;5018508;5018509;5018510;5018512;5018514,14
272394,crystallofolia,19943162;19943163;19943164;19943165;19943166;19943167;19943168;19943169;19943170;19943171;19943172;19943173;37487320,13
913572,mahpin,26494571;26582146;26582147;26582149;26582795;26582796;26583073;26584791;26585434;26585435;28203609;28204395;28205674,13
1889659,madland,96745230;98391434;98392361;98394998;98416150;98416342;98428324;98428363;98428413;98428592;99303339;99386042;99927830,13
14240,lmata,30232763;30232764;30232765;30232766;30232767;30232768;30232769;30232770;30232771;30232772;30232773;30232774;30232775,13
37538,spcarlson,17472104;17477623;17477765;17477797;17477884;17497189;17497241;17497307;17497367;17497450;17497490;17497775,12
1276445,dragon56401,17496477;17496893;17497048;17497306;17497644;17497757;17497901;17498170;17498411;17498970;17499014;17499051,12
1885360,billclausen,27158895;27158907;75910347;77908650;77925830;79985055;79985138;82711123;84861169;85778053;94869005;99470946,12
1867575,susanbinkley,26865865;26867525;26869803;26870021;26877652;26880417;26880528;26880572;26916278;27232804;27248947;27308588,12
1857779,stargazer49,26864541;26864635;26864813;26864921;26865308;26865439;26865496;26865667;26865871;26865965;26867223;26869626,12
249559,gannet,45373459;50186045;50190003;50317411;50329739;77914515;77919622;77925759;83389821;83391254;83396750,11
223513,mplumbo,17475409;17475836;17497495;17497681;17498193;17498545;17498726;17499232;17499466;17499559;17499600,11
4111435,beekim,88215969;88215985;88216013;88216025;88216060;88216074;88216088;88216096;88216115;88216121;88216149,11
3326177,carissab,57370016;57370489;57370572;57370724;57370879;57373747;57373780;57373916;57378849;57378893;57379093,11
3955467,qmwne235,77143487;88601826;88708305;88828869;88832332;88867148;88868762;88873897;88881206;88881571;88996933,11
1846445,patrowen,26864479;26864556;26864701;26864761;26865018;26865607;26865766;26865883;26866011;26869620;26880513,11
2000688,fitchjj,29011159;29011175;29011196;29011220;29011238;29011249;29011275;29011284;29011294;29011305,10
1037275,lafonge,30643550;30643571;31477397;31477562;31477642;31477702;31477788;31477895;31478028;31478216,10
658965,louweez,32180882;32181033;32181114;96103489;96103658;96103986;96104171;96104561;96122142;96176862,10
4420813,savvy2birding,79050546;79050594;79050624;84474266;84474283;84474299;84474360;84474381;84930159;88017972,10
11840,daviswj,31003692;31003693;31003694;31003697;31003698;31003699;31003702;31003703;31003705;31003715,10
1278004,khalling,45714760;45714949;45715057;45715629;45734987;45735100;45735445;45744048;45744322;45744567,10
4566677,carrajo,83391104;83394929;83395504;83395768;83396113;83396697;83397005;83397199;83397305;83726714,10
3451847,bizcats,83684766;83699030;86612411;86613196;91303880;93217638;94506565;94507399;96123176,9
1019558,sherio,26457216;26458037;26458383;26458494;26458644;26459103;26459205;26459268;26460324,9
4064796,cpines021,83842033;83842312;83842390;83842706;83856001;85527155;85528482;85530270;85871364,9
1830757,pliedl,26457097;26457361;26457674;26458408;26458413;26458877;26459078;26459295,8
