id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count
96872810,260959,parasitic hyperiid amphipod,Phronima sedentaria,danielelijahpatel,https://inaturalist-open-data.s3.amazonaws.com/photos/161000100/medium.jpg,species,195337,1|47120|47187|47628|195359|195337|260959,17,17
99955284,122326,Salps,Salpida,arnim,https://inaturalist-open-data.s3.amazonaws.com/photos/166747301/medium.jpeg,order,51104,1|2|51104|122326,16,71
9808431,333776,Blue Blubber Jelly,Catostylus mosaicus,lucyinthesea,https://inaturalist-open-data.s3.amazonaws.com/photos/13421742/medium.jpeg,species,333778,1|47534|48332|69831|333777|333778|333776,14,14
91448233,52966,Egg-yolk Jelly,Phacellophora camtschatica,purplehikingboots,https://inaturalist-open-data.s3.amazonaws.com/photos/151265877/medium.jpeg,species,52967,1|47534|48332|48331|779271|52967|52966,13,13
98770608,325995,Victoria's Crystal Jelly,Aequorea victoria,endlesstrail,https://inaturalist-open-data.s3.amazonaws.com/photos/164522844/medium.jpg,species,191502,1|47534|48921|48925|171652|191502|325995,13,13
91797034,690046,,Soestia zonaria,mattward,https://inaturalist-open-data.s3.amazonaws.com/photos/151898752/medium.jpeg,species,643486,1|2|51104|122326|122325|643486|690046,13,13
99038813,353726,Variegated limpet,Cellana tramoserica,jiri1,https://inaturalist-open-data.s3.amazonaws.com/photos/165018436/medium.jpeg,species,64286,1|47115|47114|64285|64286|353726,13,13
97226132,329099,Small Goose Barnacle,Lepas pectinata,arnim,https://inaturalist-open-data.s3.amazonaws.com/photos/161656543/medium.jpeg,species,48780,1|47120|1091452|1066703|48779|48780|329099,12,12
99159303,153456,Venus' Girdle,Cestum veneris,mbrunetto,https://inaturalist-open-data.s3.amazonaws.com/photos/165240308/medium.jpeg,species,153458,1|51508|117708|152923|153457|153458|153456,12,12
88587939,47110,Spotted Triopha,Triopha maculata,ibrake4botany,https://static.inaturalist.org/photos/146177755/medium.jpg,species,47111,1|47115|47114|47113|47767|47111|47110,12,12
99628009,48332,True Jellies,Scyphozoa,lucasbarrientos,https://static.inaturalist.org/photos/166122820/medium.jpg,class,47534,1|47534|48332,12,311
83881172,153460,,Leucothea,luca_dt,https://inaturalist-open-data.s3.amazonaws.com/photos/137797592/medium.jpeg,genus,153461,1|51508|117708|152925|153461|153460,12,20
9913244,520274,Bean Clam  Hydroid,Eucheilota bakeri,finatic,https://inaturalist-open-data.s3.amazonaws.com/photos/13597445/medium.jpeg,species,60678,1|47534|48921|48925|60679|60678|520274,12,12
74972576,353484,Eastern Sea Garfish,Hyporhamphus australis,lucyinthesea,https://static.inaturalist.org/photos/122598871/medium.jpeg,species,57301,1|2|47178|51485|57298|57301|353484,11,11
99524252,874230,,Copula sivickisi,luca_dt,https://inaturalist-open-data.s3.amazonaws.com/photos/165922597/medium.jpeg,species,874232,1|47534|68095|246149|814057|874232|874230,11,11
91499118,48479,Pacific Sea Nettle,Chrysaora fuscescens,purplehikingboots,https://inaturalist-open-data.s3.amazonaws.com/photos/151361714/medium.jpeg,species,48483,1|47534|48332|48331|48482|48483|48479,11,11
91815055,57774,red algae,Rhodophyta,purplehikingboots,https://inaturalist-open-data.s3.amazonaws.com/photos/151960648/medium.jpg,phylum,47126,47126|57774,11,42
93556226,112372,Small-spotted Catshark,Scyliorhinus canicula,charcoscompanhia,https://inaturalist-open-data.s3.amazonaws.com/photos/155079235/medium.jpeg,species,91969,1|2|47273|48069|51892|91969|112372,11,11
88855065,50137,Two-spotted Dorid,Thordisa bimaculata,ibrake4botany,https://static.inaturalist.org/photos/146660304/medium.jpg,species,50138,1|47115|47114|47113|47507|50138|50137,10,10
77691865,41553,Blue Whale,Balaenoptera musculus,travelling_olm,https://inaturalist-open-data.s3.amazonaws.com/photos/127079782/medium.jpeg,species,41547,1|2|40151|152870|41546|41547|41553,10,10
98334267,602918,,Turritopsis rubra,emr_auckland,https://inaturalist-open-data.s3.amazonaws.com/photos/163693472/medium.jpeg,species,195485,1|47534|48921|48922|195481|195485|602918,10,10
88855209,508884,San Diego Dorid,Diaulula sandiegensis,ibrake4botany,https://static.inaturalist.org/photos/146660588/medium.jpg,species,47510,1|47115|47114|47113|47507|47510|508884,10,10
99860800,1,Animals,Animalia,crispychipp,https://inaturalist-open-data.s3.amazonaws.com/photos/166563023/medium.jpg,kingdom,48460,1,10,3656
99848225,47534,Cnidarians,Cnidaria,charliebell2,https://inaturalist-open-data.s3.amazonaws.com/photos/166539923/medium.jpeg,phylum,1,1|47534,9,1365
89616187,253928,Sooty Seahare,Aplysia fasciata,charcoscompanhia,https://inaturalist-open-data.s3.amazonaws.com/photos/148011303/medium.jpeg,species,48657,1|47115|47114|775804|48656|48657|253928,9,9
93556318,67555,Dead Man's Fingers,Codium fragile,charcoscompanhia,https://inaturalist-open-data.s3.amazonaws.com/photos/155079319/medium.jpeg,species,50862,47126|50863|51429|50865|50866|50862|67555,9,9
99038642,489573,,Nerita melanotragus,jiri1,https://inaturalist-open-data.s3.amazonaws.com/photos/165018004/medium.jpeg,species,82804,1|47115|47114|775835|50760|82804|489573,9,9
85983399,200143,Western Banded Tegula,Tegula eiseni,casa_de_chaos,https://inaturalist-open-data.s3.amazonaws.com/photos/141568845/medium.jpg,species,53831,1|47115|47114|775849|474464|53831|200143,9,9
97210547,201716,Hula Skirt Siphonophore,Physophora hydrostatica,juju98,https://inaturalist-open-data.s3.amazonaws.com/photos/161624367/medium.jpeg,species,195393,1|47534|48921|152823|195395|195393|201716,9,9
99019621,41524,Common Dolphins,Delphinus,elizabethbettenhausen,https://inaturalist-open-data.s3.amazonaws.com/photos/164982467/medium.jpeg,genus,41479,1|2|40151|152870|41479|41524,9,13
88931961,48835,Western Spiny Brittle Star,Ophiothrix spiculata,ibrake4botany,https://static.inaturalist.org/photos/146800387/medium.jpg,species,48839,1|47549|48836|774991|195702|48839|48835,9,9
99683938,324773,,Cyclosalpa affinis,anudibranchmom,https://inaturalist-open-data.s3.amazonaws.com/photos/166227619/medium.jpg,species,324774,1|2|51104|122326|122325|324774|324773,9,9
84789153,474590,White-spotted Sea Goddess,Doriopsilla albopunctata,ibrake4botany,https://static.inaturalist.org/photos/139397569/medium.jpeg,species,47769,1|47115|47114|47113|47770|47769|474590,9,9
13989308,41566,Humpback Whale,Megaptera novaeangliae,neontetraploid,https://inaturalist-open-data.s3.amazonaws.com/photos/20686522/medium.jpeg,species,41565,1|2|40151|152870|41546|41565|41566,8,8
9269138,50531,,Fiona pinnata,indeynz,https://inaturalist-open-data.s3.amazonaws.com/photos/12557956/medium.jpg,species,50533,1|47115|47114|47113|50532|50533|50531,8,8
88587834,63048,California Spiny Chiton,Nuttallina californica,ibrake4botany,https://static.inaturalist.org/photos/146177628/medium.jpg,species,63049,1|47115|47429|533431|533539|63049|63048,8,8
85678265,69839,Purple-striped Sea Nettle,Chrysaora colorata,elizabethbettenhausen,https://inaturalist-open-data.s3.amazonaws.com/photos/141006936/medium.jpeg,species,48483,1|47534|48332|48331|48482|48483|69839,8,8
105196845,353603,Sydney Cockle,Anadara trapezia,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/176450632/medium.jpg,species,172139,1|47115|47584|85503|85598|172139|353603,8,8
88854805,494603,Opalescent Nudibranch,Hermissenda opalescens,ibrake4botany,https://static.inaturalist.org/photos/146659693/medium.jpg,species,47210,1|47115|47114|47113|870988|47210|494603,8,8
91427496,360314,Compass Jelly,Chrysaora hysoscella,benny_2000,https://static.inaturalist.org/photos/151228833/medium.jpeg,species,48483,1|47534|48332|48331|48482|48483|360314,7,7
99461549,133222,Twin-sailed Salp,Thetys vagina,dubas,https://inaturalist-open-data.s3.amazonaws.com/photos/165805125/medium.jpeg,species,133223,1|2|51104|122326|122325|133223|133222,7,7
85987810,48919,Periwinkles,Littorina,casa_de_chaos,https://inaturalist-open-data.s3.amazonaws.com/photos/141576497/medium.jpg,genus,48918,1|47115|47114|85525|48918|48919,7,10
104089950,428775,Speckled rock anemone,Oulactis muscosa,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/174369537/medium.jpeg,species,326093,1|47534|47533|47797|47796|326093|428775,7,7
55390649,41479,Oceanic Dolphins,Delphinidae,casa_de_chaos,,family,152870,1|2|40151|152870|41479,7,33
84643689,126125,Sargassum and Allies,Sargassaceae,uig,https://inaturalist-open-data.s3.amazonaws.com/photos/139138679/medium.jpg,family,48219,48222|48221|48220|48219|126125,7,48
97956877,62806,California Mussel,Mytilus californianus,valhikes,https://inaturalist-open-data.s3.amazonaws.com/photos/162992009/medium.jpeg,species,62807,1|47115|47584|775839|50600|62807|62806,7,7
9904097,528591,Jimble,Carybdea rastoni,lucyinthesea,https://inaturalist-open-data.s3.amazonaws.com/photos/13582115/medium.jpeg,species,247158,1|47534|68095|246149|245629|247158|528591,7,7
88711251,47188,Striped Shore Crab,Pachygrapsus crassipes,casa_de_chaos,https://inaturalist-open-data.s3.amazonaws.com/photos/146401861/medium.jpg,species,47189,1|47120|47187|47186|47190|47189|47188,7,7
99576286,48830,Bat Star,Patiria miniata,elizabethbettenhausen,https://inaturalist-open-data.s3.amazonaws.com/photos/166023303/medium.jpeg,species,48832,1|47549|47668|49501|48831|48832|48830,7,7
104692208,370372,,Hemidonax pictus,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/175479908/medium.jpeg,species,370645,1|47115|47584|50586|370646|370645|370372,7,7
38079102,4105,Black-vented Shearwater,Puffinus opisthomelas,neontetraploid,https://inaturalist-open-data.s3.amazonaws.com/photos/60467614/medium.jpeg,species,4092,1|2|3|67565|4020|4092|4105,6,6
93454471,203347,Seashore Springtail,Anurida maritima,maelan51,https://inaturalist-open-data.s3.amazonaws.com/photos/154895952/medium.jpeg,species,83887,1|47120|243773|129730|83891|83887|203347,6,6
99955394,522549,Mussel beard,Amphisbetia bispinosa,arnim,https://inaturalist-open-data.s3.amazonaws.com/photos/166747627/medium.jpeg,species,60677,1|47534|48921|48925|48926|60677|522549,6,6
9878546,253674,Greater Argonaut,Argonauta argo,mary-hunter,https://inaturalist-open-data.s3.amazonaws.com/photos/13539517/medium.jpg,species,246398,1|47115|47459|47458|245308|246398|253674,6,6
91207544,117696,Eccentric Sand Dollar,Dendraster excentricus,th92105,https://inaturalist-open-data.s3.amazonaws.com/photos/150828998/medium.jpeg,species,117702,1|47549|47548|47547|117701|117702|117696,6,6
81352868,254083,Elongated Violet Snail,Janthina umbilicata,dennisthediver,https://inaturalist-open-data.s3.amazonaws.com/photos/133426722/medium.jpeg,species,121656,1|47115|47114|122558|121656|254083,6,6
94376669,202315,Pacific Rock Crab,Romaleon antennarium,elizabethbettenhausen,https://inaturalist-open-data.s3.amazonaws.com/photos/156546303/medium.jpeg,species,202316,1|47120|47187|47186|47828|202316|202315,6,6
88588437,625465,Mexican Skirt Dancer,Pseudoceros mexicanus,ibrake4botany,https://static.inaturalist.org/photos/146178809/medium.jpg,species,52316,1|52319|52318|52317|52316|625465,6,6
84789165,48575,Hopkins's Rose Nudibranch,Okenia rosacea,ibrake4botany,https://static.inaturalist.org/photos/139398578/medium.jpeg,species,48576,1|47115|47114|47113|47140|48576|48575,6,6
98550332,472036,Swimming anemone,Boloceroides mcmurrichi,janinas,https://static.inaturalist.org/photos/164101429/medium.jpg,species,346894,1|47534|47533|47797|346895|346894|472036,6,6
9699927,199347,Australian Spotted Jelly,Phyllorhiza punctata,pamelaviolet,https://static.inaturalist.org/photos/13266729/medium.jpg,species,199351,1|47534|48332|69831|69832|199351|199347,6,6
81178232,48981,Salt-and-pepper Doris,Aegires albopunctatus,ibrake4botany,https://static.inaturalist.org/photos/133126136/medium.jpg,species,47812,1|47115|47114|47113|245600|47812|48981,6,6
96555749,47114,Gastropods,Gastropoda,amandaeastham,https://static.inaturalist.org/photos/160429496/medium.jpg,class,47115,1|47115|47114,6,646
947361,49601,Common Mola,Mola mola,diane-nz,https://inaturalist-open-data.s3.amazonaws.com/photos/1201284/medium.,species,49604,1|2|47178|47177|49607|49604|49601,6,6
62271102,604230,Bump-head Mola,Mola alexandrini,camille_e_hay,https://inaturalist-open-data.s3.amazonaws.com/photos/99751598/medium.png,species,49604,1|2|47178|47177|49607|49604|604230,6,6
81500985,126974,Zebra Top Snail,Austrocochlea porcata,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/133687919/medium.jpeg,species,126975,1|47115|47114|775849|53830|126975|126974,6,6
91448354,47178,Ray-finned Fishes,Actinopterygii,purplehikingboots,https://inaturalist-open-data.s3.amazonaws.com/photos/151266085/medium.jpeg,class,2,1|2|47178,6,169
91826789,210289,Barnacles,Cirripedia,purplehikingboots,https://inaturalist-open-data.s3.amazonaws.com/photos/151956469/medium.jpg,infraclass,1091452,1|47120|1091452|210289,6,6
9979177,35164,Yellow-bellied Sea Snake,Hydrophis platurus,lloyd_esler,https://inaturalist-open-data.s3.amazonaws.com/photos/13712905/medium.jpeg,species,35201,1|2|26036|26172|30403|35201|35164,6,6
93559244,48778,Goose Barnacle,Lepas anserifera,seahare123,https://inaturalist-open-data.s3.amazonaws.com/photos/155083571/medium.png,species,48780,1|47120|1091452|1066703|48779|48780|48778,6,6
81399223,1040632,Common Pipi,Plebidonax deltoides,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/133511798/medium.jpeg,species,995275,1|47115|47584|488959|117631|995275|1040632,6,6
99577803,48786,Gooseneck Barnacle,Pollicipes polymerus,elizabethbettenhausen,https://inaturalist-open-data.s3.amazonaws.com/photos/166026122/medium.jpeg,species,48788,1|47120|1091452|1044946|48787|48788|48786,6,6
81668032,130177,Japanese Wireweed,Sargassum muticum,charcoscompanhia,https://inaturalist-open-data.s3.amazonaws.com/photos/133968267/medium.jpeg,species,130178,48222|48221|48220|48219|126125|130178|130177,6,6
99523743,385184,Arabic Volute,Alcithoe arabica,arnim,https://inaturalist-open-data.s3.amazonaws.com/photos/165926494/medium.jpeg,species,375408,1|47115|47114|48289|245597|375408|385184,6,6
88586563,469740,Nine-tooth Pebble Crab,Cycloxanthops novemdentatus,ibrake4botany,https://static.inaturalist.org/photos/146175159/medium.jpg,species,195152,1|47120|47187|47186|51176|195152|469740,5,5
99039129,353764,Striped-mouth Conniwink,Bembicium nanum,jiri1,https://inaturalist-open-data.s3.amazonaws.com/photos/165018962/medium.jpeg,species,244652,1|47115|47114|85525|48918|244652|353764,5,5
98718631,605549,,Eurhamphaea vexilligera,dennisthediver,https://inaturalist-open-data.s3.amazonaws.com/photos/164418684/medium.jpeg,species,510793,1|51508|117708|152925|510794|510793|605549,5,5
99041520,546433,Little Blue Periwinkle,Austrolittorina unifasciata,jiri1,https://inaturalist-open-data.s3.amazonaws.com/photos/165023842/medium.jpeg,species,343391,1|47115|47114|85525|48918|343391|546433,5,5
88587465,479477,Yellow-gilled Sea Goddess,Doriopsilla gemela,ibrake4botany,https://static.inaturalist.org/photos/146176803/medium.jpg,species,47769,1|47115|47114|47113|47770|47769|479477,5,5
81132383,602097,yellow-toothed cowrie,Erronea xanthodon,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/133281579/medium.jpeg,species,368310,1|47115|47114|85525|50687|368310|602097,5,5
81363489,370954,Giant Salp,Pyrostremma spinosum,dennisthediver,https://inaturalist-open-data.s3.amazonaws.com/photos/133445910/medium.jpeg,species,370955,1|2|51104|51105|51103|370955|370954,5,5
51069552,445671,Starry Toadfish,Arothron firmamentum,oaag1993,https://inaturalist-open-data.s3.amazonaws.com/photos/81124301/medium.jpg,species,83319,1|2|47178|47177|49266|83319|445671,5,5
95685101,798123,,Salpinae,lucyt,https://inaturalist-open-data.s3.amazonaws.com/photos/158875610/medium.jpg,subfamily,122325,1|2|51104|122326|122325|798123,5,5
88854357,48655,California Seahare,Aplysia californica,ibrake4botany,https://static.inaturalist.org/photos/146659034/medium.jpg,species,48657,1|47115|47114|775804|48656|48657|48655,5,5
81615362,912304,,Collozoum,dennisthediver,https://inaturalist-open-data.s3.amazonaws.com/photos/133871685/medium.jpeg,genus,912296,47686|151880|152046|912296|912304,5,5
104071692,353604,Hairy Mussel,Trichomya hirsuta,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/174335054/medium.jpg,species,353788,1|47115|47584|775839|50600|353788|353604,5,5
9180579,4415,Pigeon Guillemot,Cepphus columba,neontetraploid,https://inaturalist-open-data.s3.amazonaws.com/photos/12423780/medium.jpeg,species,4413,1|2|3|67561|71295|4413|4415,5,5
88586479,49051,Sunburst Anemone,Anthopleura sola,ibrake4botany,https://static.inaturalist.org/photos/146175041/medium.jpg,species,49052,1|47534|47533|47797|47796|49052|49051,5,5
54799902,49052,,Anthopleura,casa_de_chaos,https://inaturalist-open-data.s3.amazonaws.com/photos/87216873/medium.jpg,genus,47796,1|47534|47533|47797|47796|49052,5,20
99047125,126971,Waratah Anemone,Actinia tenebrosa,jiri1,https://inaturalist-open-data.s3.amazonaws.com/photos/165034454/medium.jpeg,species,126972,1|47534|47533|47797|47796|126972|126971,5,5
91476092,81776,Chain tunicate,Botrylloides violaceus,ibrake4botany,https://static.inaturalist.org/photos/151317761/medium.jpg,species,68097,1|2|47811|448038|47809|68097|81776,5,5
84789128,538831,McDonald's Dorid,Limacia mcdonaldi,ibrake4botany,https://static.inaturalist.org/photos/139395990/medium.jpeg,species,47766,1|47115|47114|47113|47767|47766|538831,5,5
97092716,1267793,Sea Palm,Postelsia palmiformis,valhikes,https://inaturalist-open-data.s3.amazonaws.com/photos/161380815/medium.jpeg,species,67416,48222|48221|48220|68789|67425|67416|1267793,5,5
8673988,192711,Violet Globe Snail,Janthina globosa,tangatawhenua,https://inaturalist-open-data.s3.amazonaws.com/photos/11619575/medium.jpeg,species,121656,1|47115|47114|122558|121656|192711,5,5
98718651,708730,,Leucothea multicornis,dennisthediver,https://inaturalist-open-data.s3.amazonaws.com/photos/164419068/medium.jpeg,species,153460,1|51508|117708|152925|153461|153460|708730,5,5
21621964,623966,Oceanic Manta Ray,Mobula birostris,clinton,https://inaturalist-open-data.s3.amazonaws.com/photos/33473775/medium.png,species,49697,1|2|47273|196615|715805|49697|623966,5,5
98879015,51507,Cigar Comb Jellies,Beroe,alesbucek,https://static.inaturalist.org/photos/164720705/medium.jpg,genus,51511,1|51508|51509|51510|51511|51507,5,9
88413773,61371,California Spiny Lobster,Panulirus interruptus,ibrake4botany,https://static.inaturalist.org/photos/145963430/medium.jpg,species,47300,1|47120|47187|47186|47297|47300|61371,5,5
85986033,499874,California Cone,Californiconus californicus,casa_de_chaos,https://inaturalist-open-data.s3.amazonaws.com/photos/141573843/medium.jpg,species,499873,1|47115|47114|48289|55743|499873|499874,5,5
103742774,342806,Neptune's necklace,Hormosira banksii,catchwords,https://inaturalist-open-data.s3.amazonaws.com/photos/173703848/medium.jpg,species,342807,48222|48221|48220|48219|342808|342807|342806,5,5
97612156,247213,Purple-striped Jellies,Pelagia,pamelaviolet,https://static.inaturalist.org/photos/162366823/medium.jpg,genus,48482,1|47534|48332|48331|48482|247213,5,44
99217111,324852,Fried Egg Jelly,Cotylorhiza tuberculata,gos3amr5,https://inaturalist-open-data.s3.amazonaws.com/photos/165349353/medium.jpeg,species,324853,1|47534|48332|69831|120969|324853|324852,5,5
71544296,52461,Needlefishes,Belonidae,dennisthediver,https://static.inaturalist.org/photos/116498373/medium.jpeg,family,51485,1|2|47178|51485|52461,5,14
88931903,49723,Northern Kelp Crab,Pugettia producta,ibrake4botany,https://static.inaturalist.org/photos/146800284/medium.jpg,species,49725,1|47120|47187|47186|49724|49725|49723,5,5
22543809,49604,,Mola,kane_fleury,https://inaturalist-open-data.s3.amazonaws.com/photos/34927815/medium.jpg,genus,49607,1|2|47178|47177|49607|49604,5,21
36147994,565367,,Recluzia lutea,predomalpha,https://inaturalist-open-data.s3.amazonaws.com/photos/57103773/medium.jpeg,species,246548,1|47115|47114|122558|246548|565367,5,5
81501195,926626,,Chama asperella,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/133688240/medium.jpeg,species,125865,1|47115|47584|50586|125864|125865|926626,5,5
99947259,247144,,Staurodiscus,luca_dt,https://inaturalist-open-data.s3.amazonaws.com/photos/166729595/medium.jpeg,genus,195472,1|47534|48921|48925|195472|247144,5,5
81399054,324573,Cart-Rut Shell,Dicathais orbita,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/133511618/medium.jpeg,species,324574,1|47115|47114|48289|50766|324574|324573,5,5
99771441,153112,krill,Euphausiacea,cesdamess,https://inaturalist-open-data.s3.amazonaws.com/photos/166394170/medium.jpeg,order,47187,1|47120|47187|153112,5,11
96555577,39659,Green Sea Turtle,Chelonia mydas,amandaeastham,https://static.inaturalist.org/photos/160429168/medium.jpg,species,39658,1|2|26036|39532|39657|39658|39659,5,5
85982498,68104,Bryozoans,Bryozoa,casa_de_chaos,https://inaturalist-open-data.s3.amazonaws.com/photos/141566873/medium.jpg,phylum,1,1|68104,5,11
98679803,57736,Demosponges,Demospongiae,arnim,https://inaturalist-open-data.s3.amazonaws.com/photos/164352451/medium.jpeg,class,48824,1|48824|57736,5,11
9357528,41740,California Sea Lion,Zalophus californianus,neontetraploid,https://inaturalist-open-data.s3.amazonaws.com/photos/12702158/medium.jpeg,species,41737,1|2|40151|41573|41736|41737|41740,5,5
81150011,747599,Eroded Cowry,Naria erosa,insequentways,https://inaturalist-open-data.s3.amazonaws.com/photos/133461300/medium.jpeg,species,701060,1|47115|47114|85525|50687|701060|747599,5,5
71374780,121187,Bigfin Reef Squid,Sepioteuthis lessoniana,dennisthediver,https://inaturalist-open-data.s3.amazonaws.com/photos/116198880/medium.jpeg,species,49442,1|47115|47459|246133|49441|49442|121187,4,4
97092717,67419,Feather Boa Kelp,Egregia menziesii,valhikes,https://inaturalist-open-data.s3.amazonaws.com/photos/161382184/medium.jpeg,species,67421,48222|48221|48220|68789|67418|67421|67419,4,4
99860589,51104,Thaliaceans,Thaliacea,susannespider,https://inaturalist-open-data.s3.amazonaws.com/photos/166560835/medium.jpeg,class,2,1|2|51104,4,111
99043095,326099,Purple Rock Crab,Leptograpsus variegatus,jiri1,https://inaturalist-open-data.s3.amazonaws.com/photos/165026740/medium.jpeg,species,326098,1|47120|47187|47186|47190|326098|326099,4,4
89613826,67423,broadleaf sea lettuce,Ulva lactuca,charcoscompanhia,https://inaturalist-open-data.s3.amazonaws.com/photos/148006939/medium.jpeg,species,54644,47126|50863|51429|54642|54643|54644|67423,4,4
