id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count
81559954,129902,Eastern Black Carpenter Ant,Camponotus pennsylvanicus,avad238,https://inaturalist-open-data.s3.amazonaws.com/photos/133791169/medium.jpg,species,62781,1|47120|47158|47201|47336|62781|129902,7,7
6432004,58732,poison ivy,Toxicodendron radicans,zackk1,https://static.inaturalist.org/photos/8122652/medium.jpg,species,51079,47126|211194|47124|47729|48874|51079|58732,7,7
83406608,52856,common mugwort,Artemisia vulgaris,kwadwo,https://inaturalist-open-data.s3.amazonaws.com/photos/136979332/medium.jpg,species,52855,47126|211194|47124|47605|47604|52855|52856,7,7
81644497,48484,Asian Lady Beetle,Harmonia axyridis,dylan_v,https://static.inaturalist.org/photos/133925024/medium.jpg,species,48487,1|47120|47158|47208|48486|48487|48484,6,6
81561902,865017,,Corniculatae,emilyd5,https://inaturalist-open-data.s3.amazonaws.com/photos/133794278/medium.jpg,section,47758,47126|211194|47124|70233|47759|47758|865017,6,6
6432008,50278,Virginia creeper,Parthenocissus quinquefolia,jillt,https://static.inaturalist.org/photos/8122640/medium.jpg,species,50280,47126|211194|47124|71291|50279|50280|50278,6,6
81587830,57278,tree-of-heaven,Ailanthus altissima,jaymeme,https://inaturalist-open-data.s3.amazonaws.com/photos/133831419/medium.jpeg,species,57280,47126|211194|47124|47729|57279|57280|57278,6,6
83406605,53196,docks,Rumex,kwadwo,https://inaturalist-open-data.s3.amazonaws.com/photos/136979175/medium.jpg,genus,48382,47126|211194|47124|47366|48382|53196,6,11
81640940,52720,orchard grass,Dactylis glomerata,juliaiscience,https://inaturalist-open-data.s3.amazonaws.com/photos/133919003/medium.jpg,species,52721,47126|211194|47163|47162|47434|52721|52720,6,6
48204836,57849,yellow pond-lilies,Nuphar,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76476329/medium.jpg,genus,51121,47126|211194|47124|51120|51121|57849,5,5
64973208,47604,"sunflowers, daisies, asters, and allies",Asteraceae,nikkirosenblatt,https://inaturalist-open-data.s3.amazonaws.com/photos/104535509/medium.jpg,family,47605,47126|211194|47124|47605|47604,5,84
81553999,84227,wineberry,Rubus phoenicolasius,alenasvara,https://static.inaturalist.org/photos/133789047/medium.jpg,species,47544,47126|211194|47124|47132|47148|47544|84227,5,5
3305824,60307,Smooth Meadow-grass,Poa pratensis,ritwikb,https://inaturalist-open-data.s3.amazonaws.com/photos/3820749/medium.jpg,species,52809,47126|211194|47163|47162|47434|52809|60307,5,5
81654570,14850,European Starling,Sturnus vulgaris,r105,https://inaturalist-open-data.s3.amazonaws.com/photos/133943780/medium.jpg,species,14842,1|2|3|7251|14841|14842|14850,4,4
81560641,54743,Lichens,Lecanoromycetes,brooke_mcastocker,https://static.inaturalist.org/photos/133792318/medium.jpg,class,48250,47170|48250|54743,4,10
48190022,167010,American plantain,Plantago rugelii,hmckiverkin11,https://inaturalist-open-data.s3.amazonaws.com/photos/76448981/medium.jpg,species,50636,47126|211194|47124|48151|50638|50636|167010,4,4
81583367,56083,Common Pill Woodlouse,Armadillidium vulgare,kieras,https://inaturalist-open-data.s3.amazonaws.com/photos/133825480/medium.png,species,48295,1|47120|47187|48147|48296|48295|56083,4,4
3310847,56121,shepherd's-purse,Capsella bursa-pastoris,jordanc9998,https://inaturalist-open-data.s3.amazonaws.com/photos/3830389/medium.jpg,species,52979,47126|211194|47124|71275|47204|52979|56121,4,4
48239779,47144,Domestic Dog,Canis familiaris,jakeacosta11,https://inaturalist-open-data.s3.amazonaws.com/photos/76532658/medium.jpg,species,42044,1|2|40151|41573|42043|42044|47144,4,4
83431860,7251,Perching Birds,Passeriformes,maxkahann,https://inaturalist-open-data.s3.amazonaws.com/photos/137023058/medium.jpg,order,3,1|2|3|7251,4,69
48269220,1204075,fusca-group Field Ants,Formica fusca,simonak01,https://inaturalist-open-data.s3.amazonaws.com/photos/76579760/medium.jpg,complex,47339,1|47120|47158|47201|47336|47339|1204075,4,4
6530033,63573,spruces,Picea,evand1,https://inaturalist-open-data.s3.amazonaws.com/photos/8273448/medium.jpg,genus,47562,47126|211194|136329|47375|47562|63573,4,4
64812286,50814,,Agaricomycetes,alenasvara,https://static.inaturalist.org/photos/104258607/medium.jpg,class,47169,47170|47169|50814,4,19
26404705,48599,American pokeweed,Phytolacca americana,prclaudiajo,https://inaturalist-open-data.s3.amazonaws.com/photos/40998015/medium.jpg,species,48601,47126|211194|47124|47366|48600|48601|48599,4,4
48161534,6921,Mute Swan,Cygnus olor,ryanchetchy,https://inaturalist-open-data.s3.amazonaws.com/photos/76402923/medium.jpg,species,6913,1|2|3|6888|6912|6913|6921,4,4
48195080,39682,Common Snapping Turtle,Chelydra serpentina,alizafeffer,https://static.inaturalist.org/photos/76458165/medium.jpg,species,39681,1|2|26036|39532|39680|39681|39682,4,4
3316639,47758,woodsorrels,Oxalis,nebster100,http://static.inaturalist.org/photos/3832646/medium.jpg,genus,47759,47126|211194|47124|70233|47759|47758,4,15
81578848,63371,broad-leaved dock,Rumex obtusifolius,nickyg09,https://static.inaturalist.org/photos/133819120/medium.jpg,species,53196,47126|211194|47124|47366|48382|53196|63371,4,4
48204129,9744,Red-winged Blackbird,Agelaius phoeniceus,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76474949/medium.jpg,species,9740,1|2|3|7251|11989|9740|9744,4,4
65928173,47561,pines,Pinus,emilyfinnegan8,https://inaturalist-open-data.s3.amazonaws.com/photos/106193998/medium.jpg,genus,47562,47126|211194|136329|47375|47562|47561,4,5
48244143,47219,Western Honey Bee,Apis mellifera,tommysantulli3,https://inaturalist-open-data.s3.amazonaws.com/photos/76539206/medium.jpg,species,47220,1|47120|47158|47201|47221|47220|47219,4,4
48243002,58586,Viceroy,Limenitis archippus,elle46,https://inaturalist-open-data.s3.amazonaws.com/photos/76536483/medium.jpg,species,50881,1|47120|47158|47157|47922|50881|58586,3,3
48183055,118240,fairy ring marasmius,Marasmius oreades,emmagarbowitz17,https://inaturalist-open-data.s3.amazonaws.com/photos/76437375/medium.jpg,species,54067,47170|47169|50814|47167|49545|54067|118240,3,3
3315799,48231,buttercup family,Ranunculaceae,darvinmathew,http://static.inaturalist.org/photos/3831649/medium.jpg,family,48232,47126|211194|47124|48232|48231,3,19
81559931,1095093,pallidefulva-group Field Ants,Formica pallidefulva,zachb5,https://inaturalist-open-data.s3.amazonaws.com/photos/133791173/medium.jpg,complex,47339,1|47120|47158|47201|47336|47339|1095093,3,3
83406600,143803,low smartweed,Persicaria longiseta,kwadwo,https://inaturalist-open-data.s3.amazonaws.com/photos/136976971/medium.jpg,species,61787,47126|211194|47124|47366|48382|61787|143803,3,3
81560693,13858,House Sparrow,Passer domesticus,katier11,https://inaturalist-open-data.s3.amazonaws.com/photos/133792391/medium.jpg,species,13847,1|2|3|7251|13685|13847|13858,3,3
48062881,51226,Typical Crane Flies,Tipuloidea,mfriedman10,https://static.inaturalist.org/photos/76241268/medium.jpg,superfamily,47822,1|47120|47158|47822|51226,3,3
48137445,244834,Formicine Ants,Formicinae,jessicas98,https://inaturalist-open-data.s3.amazonaws.com/photos/76363884/medium.jpg,subfamily,47336,1|47120|47158|47201|47336|244834,3,3
48120273,53582,tulip tree,Liriodendron tulipifera,ellietaragano,https://inaturalist-open-data.s3.amazonaws.com/photos/76338004/medium.jpg,species,53580,47126|211194|47124|50898|53581|53580|53582,3,3
48190076,43584,Human,Homo sapiens,hmckiverkin11,https://inaturalist-open-data.s3.amazonaws.com/photos/76449111/medium.jpg,species,43583,1|2|40151|43367|43575|43583|43584,3,3
81558446,59029,great mullein,Verbascum thapsus,alenasvara,https://static.inaturalist.org/photos/133789159/medium.jpg,species,56165,47126|211194|47124|48151|47151|56165|59029,3,3
3305853,132600,Small-leaved Lime,Tilia cordata,ritwikb,https://inaturalist-open-data.s3.amazonaws.com/photos/3820793/medium.jpg,species,54856,47126|211194|47124|48796|48797|54856|132600,3,3
64812327,47562,pine family,Pinaceae,alenasvara,https://static.inaturalist.org/photos/104258711/medium.jpg,family,47375,47126|211194|136329|47375|47562,3,13
48183964,342767,Calyptrate Flies,Calyptratae,emmagarbowitz17,https://inaturalist-open-data.s3.amazonaws.com/photos/76438842/medium.jpg,zoosubsection,47822,1|47120|47158|47822|342767,3,3
48153442,62781,Carpenter and Sugar Ants,Camponotus,tylercole25,https://inaturalist-open-data.s3.amazonaws.com/photos/76389769/medium.jpg,genus,47336,1|47120|47158|47201|47336|62781,3,12
64811992,49202,American beech,Fagus grandifolia,alenasvara,https://static.inaturalist.org/photos/104258195/medium.jpg,species,49203,47126|211194|47124|47853|47852|49203|49202,3,3
48272525,63512,Japanese maple,Acer palmatum,the1mayaroy,https://inaturalist-open-data.s3.amazonaws.com/photos/76585296/medium.jpg,species,47727,47126|211194|47124|47729|58321|47727|63512,3,3
81460379,55882,common ivy,Hedera helix,ilyyssa,https://inaturalist-open-data.s3.amazonaws.com/photos/133617054/medium.jpg,species,55883,47126|211194|47124|48700|52849|55883|55882,3,3
48203509,8229,Blue Jay,Cyanocitta cristata,alanabettello,https://inaturalist-open-data.s3.amazonaws.com/photos/76473861/medium.jpg,species,8228,1|2|3|7251|7823|8228|8229,3,3
81561936,47727,maples,Acer,emilyd5,https://inaturalist-open-data.s3.amazonaws.com/photos/133794384/medium.jpg,genus,58321,47126|211194|47124|47729|58321|47727,3,11
81655376,47167,Common Gilled Mushrooms and Allies,Agaricales,mariamr48,https://inaturalist-open-data.s3.amazonaws.com/photos/133945517/medium.jpg,order,50814,47170|47169|50814|47167,3,11
6468459,47822,True Flies,Diptera,lior2,https://inaturalist-open-data.s3.amazonaws.com/photos/8179300/medium.jpeg,order,47158,1|47120|47158|47822,3,25
83406615,552962,,Poeae,kwadwo,https://inaturalist-open-data.s3.amazonaws.com/photos/136979556/medium.jpg,tribe,47434,47126|211194|47163|47162|47434|552962,3,3
3305834,54321,shield lichens and allies,Parmeliaceae,kathrynbelkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3820772/medium.jpg,family,48327,47170|48250|54743|48327|54321,3,4
48283108,47851,oaks,Quercus,tcl45,https://inaturalist-open-data.s3.amazonaws.com/photos/78090573/medium.jpg,genus,47852,47126|211194|47124|47853|47852|47851,3,13
48217191,47118,Spiders,Araneae,noahsides,https://inaturalist-open-data.s3.amazonaws.com/photos/76496785/medium.jpg,order,47119,1|47120|47119|47118,3,19
48024065,53183,upright yellow woodsorrel,Oxalis stricta,aliyahschwartz,https://inaturalist-open-data.s3.amazonaws.com/photos/76179282/medium.jpg,species,47758,47126|211194|47124|70233|47759|47758|53183,3,3
26056803,47371,Cobweb Spiders,Theridiidae,anisha1,https://inaturalist-open-data.s3.amazonaws.com/photos/40426681/medium.jpg,family,47118,1|47120|47119|47118|47371,3,3
81644484,342614,Entelegyne Spiders,Entelegynae,dylan_v,https://static.inaturalist.org/photos/133924989/medium.jpg,infraorder,47118,1|47120|47119|47118|342614,2,2
48269910,3,Birds,Aves,simonak01,https://inaturalist-open-data.s3.amazonaws.com/photos/76580983/medium.jpg,class,2,1|2|3,2,110
3305837,53186,cinquefoils,Potentilla,kathrynbelkin,https://inaturalist-open-data.s3.amazonaws.com/photos/3820774/medium.jpg,genus,47148,47126|211194|47124|47132|47148|53186,2,4
48240557,60364,Common Rhododendron,Rhododendron ponticum,jakeacosta11,https://inaturalist-open-data.s3.amazonaws.com/photos/76533713/medium.jpg,species,49487,47126|211194|47124|47181|133387|49487|60364,2,2
48189817,861033,white oaks,Quercus,emilymaloney,https://inaturalist-open-data.s3.amazonaws.com/photos/76448563/medium.jpg,section,47851,47126|211194|47124|47853|47852|47851|861033,2,2
47887008,60551,Eastern Tiger Swallowtail,Papilio glaucus,jdcazes,https://inaturalist-open-data.s3.amazonaws.com/photos/75960290/medium.jpg,species,47225,1|47120|47158|47157|47223|47225|60551,2,2
6456522,333586,Earthworms and allies,Oligochaeta,skyem1,https://static.inaturalist.org/photos/8160724/medium.jpg,subclass,63089,1|47491|63089|333586,2,2
48258509,9602,Common Grackle,Quiscalus quiscula,ajsirota,https://inaturalist-open-data.s3.amazonaws.com/photos/76562607/medium.jpg,species,9599,1|2|3|7251|11989|9599|9602,2,2
81587750,49916,narrow-leaved blue-eyed grass,Sisyrinchium angustifolium,jaymeme,https://inaturalist-open-data.s3.amazonaws.com/photos/133833820/medium.jpeg,species,49917,47126|211194|47163|47218|47781|49917|49916,2,2
81372085,3454,Mourning Dove,Zenaida macroura,carinamh,https://inaturalist-open-data.s3.amazonaws.com/photos/133460841/medium.jpg,species,3438,1|2|3|2708|2715|3438|3454,2,2
47903473,4956,Great Blue Heron,Ardea herodias,anish11,https://inaturalist-open-data.s3.amazonaws.com/photos/75987623/medium.jpg,species,4950,1|2|3|67566|4929|4950|4956,2,2
81549972,61903,Ground Crab Spiders,Xysticus,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/133774392/medium.jpeg,genus,47866,1|47120|47119|47118|47866|61903,2,2
81655226,61905,Lavender,Lavandula,mariamr48,https://inaturalist-open-data.s3.amazonaws.com/photos/133945147/medium.jpg,genus,48623,47126|211194|47124|48151|48623|61905,2,2
81518652,129020,heath speedwell,Veronica officinalis,kimt315,https://inaturalist-open-data.s3.amazonaws.com/photos/133720065/medium.jpg,species,51611,47126|211194|47124|48151|50638|51611|129020,2,2
3306980,167722,Early Buttercup,Ranunculus fascicularis,stevig3,https://inaturalist-open-data.s3.amazonaws.com/photos/3822345/medium.jpg,species,48230,47126|211194|47124|48232|48231|48230|167722,2,2
6432214,62997,mapleleaf viburnum,Viburnum acerifolium,jillt,https://static.inaturalist.org/photos/8122962/medium.jpg,species,54774,47126|211194|47124|48526|781703|54774|62997,2,2
48255686,53911,European Carp,Cyprinus carpio,avadominick,https://inaturalist-open-data.s3.amazonaws.com/photos/76557947/medium.jpg,species,53912,1|2|47178|49216|49609|53912|53911,2,2
6431980,47544,brambles,Rubus,jillt,https://static.inaturalist.org/photos/8122573/medium.jpg,genus,47148,47126|211194|47124|47132|47148|47544,2,8
3298384,47339,"Wood, Mound, and Field Ants",Formica,aleckranyak123,https://inaturalist-open-data.s3.amazonaws.com/photos/3812126/medium.jpg,genus,47336,1|47120|47158|47201|47336|47339,2,9
1582910,47208,Beetles,Coleoptera,abhiraj311,https://inaturalist-open-data.s3.amazonaws.com/photos/1953999/medium.jpg,order,47158,1|47120|47158|47208,2,16
81460854,167829,staghorn sumac,Rhus typhina,ilyyssa,https://inaturalist-open-data.s3.amazonaws.com/photos/133617902/medium.jpg,species,54765,47126|211194|47124|47729|48874|54765|167829,2,2
6445338,58961,greater plantain,Plantago major,yanah,https://inaturalist-open-data.s3.amazonaws.com/photos/8143640/medium.jpeg,species,50636,47126|211194|47124|48151|50638|50636|58961,2,2
6432653,53060,bedstraws,Galium,rhea4,https://inaturalist-open-data.s3.amazonaws.com/photos/8123632/medium.jpeg,genus,47693,47126|211194|47124|47363|47693|53060,2,3
3316572,47375,conifers,Pinales,nebster100,http://static.inaturalist.org/photos/3832596/medium.jpg,order,136329,47126|211194|136329|47375,2,22
3299483,52808,Annual Meadow-grass,Poa annua,joshuakansky,https://inaturalist-open-data.s3.amazonaws.com/photos/3813559/medium.jpg,species,52809,47126|211194|47163|47162|47434|52809|52808,2,2
81559862,967514,common dandelions,Taraxacum,avad238,https://inaturalist-open-data.s3.amazonaws.com/photos/133791019/medium.jpg,section,47603,47126|211194|47124|47605|47604|47603|967514,2,2
6432785,55883,ivies,Hedera,gayatrip,https://inaturalist-open-data.s3.amazonaws.com/photos/8123806/medium.jpeg,genus,52849,47126|211194|47124|48700|52849|55883,2,5
47673250,47222,Bees and Apoid Wasps,Apoidea,damian114,https://inaturalist-open-data.s3.amazonaws.com/photos/75618707/medium.jpg,superfamily,47201,1|47120|47158|47201|47222,2,2
6445431,55972,alder buckthorn,Frangula alnus,miab1,https://static.inaturalist.org/photos/8143805/medium.jpg,species,53424,47126|211194|47124|47132|49041|53424|55972,2,2
48269987,170914,garden petunia,Petunia × atkinsiana,simonak01,https://inaturalist-open-data.s3.amazonaws.com/photos/76581208/medium.jpg,hybrid,55406,47126|211194|47124|48515|48516|55406|170914,2,2
64974367,56061,garlic mustard,Alliaria petiolata,nikkirosenblatt,https://inaturalist-open-data.s3.amazonaws.com/photos/104537607/medium.jpg,species,56062,47126|211194|47124|71275|47204|56062|56061,2,2
48254209,14995,Gray Catbird,Dumetella carolinensis,matthew965,https://inaturalist-open-data.s3.amazonaws.com/photos/76555634/medium.jpg,species,14994,1|2|3|7251|59911|14994|14995,2,2
48138290,9100,Song Sparrow,Melospiza melodia,jessicas98,https://inaturalist-open-data.s3.amazonaws.com/photos/76365187/medium.jpg,species,9091,1|2|3|7251|559248|9091|9100,2,2
81578449,58729,western poison ivy,Toxicodendron rydbergii,nickyg09,https://static.inaturalist.org/photos/133818691/medium.jpg,species,51079,47126|211194|47124|47729|48874|51079|58729,2,2
26311054,54779,white oak,Quercus alba,aimen,https://inaturalist-open-data.s3.amazonaws.com/photos/40847349/medium.jpg,species,47851,47126|211194|47124|47853|47852|47851|54779,2,2
64973128,64237,common reed,Phragmites australis,nikkirosenblatt,https://inaturalist-open-data.s3.amazonaws.com/photos/104535421/medium.jpg,species,64276,47126|211194|47163|47162|47434|64276|64237,2,2
48134613,9083,Northern Cardinal,Cardinalis cardinalis,jessicas98,https://inaturalist-open-data.s3.amazonaws.com/photos/76359398/medium.jpg,species,9080,1|2|3|7251|71305|9080|9083,2,2
81373395,144455,Great Egret,Ardea alba,carinamh,https://inaturalist-open-data.s3.amazonaws.com/photos/133463236/medium.jpg,species,4950,1|2|3|67566|4929|4950|144455,2,2
6432053,57652,True Velvet Mites,Trombidiidae,jillt,https://static.inaturalist.org/photos/8122723/medium.jpg,family,83740,1|47120|47119|83740|57652,2,3
48246841,58228,Peonies,Paeonia,connorippolito,https://static.inaturalist.org/photos/76543767/medium.jpg,genus,58227,47126|211194|47124|71289|58227|58228,2,2
26121370,135659,Chinese arborvitae,Platycladus orientalis,mariamalex25,https://inaturalist-open-data.s3.amazonaws.com/photos/40530501/medium.jpeg,species,129799,47126|211194|136329|47375|47374|129799|135659,2,2
48395703,58585,Red-spotted Purple,Limenitis arthemis astyanax,sanjana9,https://inaturalist-open-data.s3.amazonaws.com/photos/76787610/medium.jpg,subspecies,60607,1|47120|47158|47157|47922|50881|60607|58585,2,2
48160130,55757,Greater celandine,Chelidonium majus,ryanchetchy,https://inaturalist-open-data.s3.amazonaws.com/photos/76400496/medium.jpg,species,55758,47126|211194|47124|48232|47332|55758|55757,2,2
6445415,49389,chickweeds,Stellaria,miab1,https://static.inaturalist.org/photos/8143760/medium.jpg,genus,48567,47126|211194|47124|47366|48567|49389,2,2
6432025,47162,"grasses, sedges, cattails, and allies",Poales,jillt,https://static.inaturalist.org/photos/8122684/medium.jpg,order,47163,47126|211194|47163|47162,2,52
3298349,861036,red oaks,Lobatae,antonr,https://inaturalist-open-data.s3.amazonaws.com/photos/3812076/medium.jpeg,section,47851,47126|211194|47124|47853|47852|47851|861036,2,2
48183071,43111,Eastern Cottontail,Sylvilagus floridanus,samanthaw6,https://inaturalist-open-data.s3.amazonaws.com/photos/76437258/medium.jpeg,species,43096,1|2|40151|43094|43095|43096|43111,2,2
48027465,48229,Creeping buttercup,Ranunculus repens,saral618,https://inaturalist-open-data.s3.amazonaws.com/photos/76185422/medium.jpg,species,48230,47126|211194|47124|48232|48231|48230|48229,2,2
48184456,42069,Red Fox,Vulpes vulpes,samanthaw6,https://inaturalist-open-data.s3.amazonaws.com/photos/76439135/medium.jpg,species,42054,1|2|40151|41573|42043|42054|42069,2,2
6531047,82231,American Cockroach,Periplaneta americana,evand1,https://inaturalist-open-data.s3.amazonaws.com/photos/8275115/medium.jpg,species,82233,1|47120|47158|81769|82232|82233|82231,2,2
48259485,48685,broadleaf cattail,Typha latifolia,ajsirota,https://inaturalist-open-data.s3.amazonaws.com/photos/76564264/medium.jpg,species,48686,47126|211194|47163|47162|48694|48686|48685,2,2
48200079,82095,hostas,Hosta,maggiecass18,https://inaturalist-open-data.s3.amazonaws.com/photos/76467837/medium.jpg,genus,47599,47126|211194|47163|47218|47599|82095,2,2
48305434,118552,Domestic Cat,Felis catus,jdcazes,https://inaturalist-open-data.s3.amazonaws.com/photos/76639948/medium.jpg,species,41956,1|2|40151|41573|41944|41956|118552,2,2
81460751,415343,,Rosoideae,ilyyssa,https://inaturalist-open-data.s3.amazonaws.com/photos/133617761/medium.jpg,subfamily,47148,47126|211194|47124|47132|47148|415343,2,2
1556329,120156,Housefly,Musca domestica,parishar7,https://inaturalist-open-data.s3.amazonaws.com/photos/1926843/medium.jpg,species,120157,1|47120|47158|47822|70144|120157|120156,2,2
1582774,48486,Lady Beetles,Coccinellidae,zandranicolas,https://inaturalist-open-data.s3.amazonaws.com/photos/1953808/medium.jpg,family,47208,1|47120|47158|47208|48486,2,8
81550090,48292,Common Striped Woodlouse,Philoscia muscorum,lgertzer,https://inaturalist-open-data.s3.amazonaws.com/photos/133774589/medium.jpeg,species,48293,1|47120|47187|48147|48294|48293|48292,2,2
48192676,47779,Yellow Iris,Iris pseudacorus,ivylevitas,https://inaturalist-open-data.s3.amazonaws.com/photos/76454047/medium.jpg,species,47780,47126|211194|47163|47218|47781|47780|47779,2,2
48191387,47697,dame's rocket,Hesperis matronalis,brishtis,https://inaturalist-open-data.s3.amazonaws.com/photos/76451290/medium.jpg,species,47698,47126|211194|47124|71275|47204|47698|47697,2,2
81557072,83059,great rhododendron,Rhododendron maximum,fweber3,https://inaturalist-open-data.s3.amazonaws.com/photos/133786258/medium.jpg,species,49487,47126|211194|47124|47181|133387|49487|83059,2,2
48024918,128029,seductive entodon moss,Entodon seductrix,aliyahschwartz,https://inaturalist-open-data.s3.amazonaws.com/photos/76180681/medium.jpg,species,128030,47126|311249|48372|67858|123646|128030|128029,2,2
64812073,48372,,Bryopsida,alenasvara,https://static.inaturalist.org/photos/104258281/medium.jpg,class,311249,47126|311249|48372,2,7
25993230,64540,Oriental bittersweet,Celastrus orbiculatus,loganm2,https://inaturalist-open-data.s3.amazonaws.com/photos/40324280/medium.jpg,species,64539,47126|211194|47124|47540|47539|64539|64540,2,2
48188262,48295,Pillbugs,Armadillidium,jamespurcell,https://inaturalist-open-data.s3.amazonaws.com/photos/76446397/medium.jpg,genus,48296,1|47120|47187|48147|48296|48295,2,7
47907083,8021,American Crow,Corvus brachyrhynchos,anish11,https://inaturalist-open-data.s3.amazonaws.com/photos/75993190/medium.jpg,species,7998,1|2|3|7251|7823|7998|8021,2,2
48109105,81681,Pale Beauty,Campaea perlata,annatom1,https://inaturalist-open-data.s3.amazonaws.com/photos/76320065/medium.jpg,species,81682,1|47120|47158|47157|49530|81682|81681,2,2
48244364,186841,Typical Hover Flies,Syrphinae,tommysantulli3,https://inaturalist-open-data.s3.amazonaws.com/photos/76539590/medium.jpg,subfamily,49995,1|47120|47158|47822|49995|186841,1,1
48240662,47218,"agaves, orchids, irises, and allies",Asparagales,jakeacosta11,https://inaturalist-open-data.s3.amazonaws.com/photos/76533915/medium.jpg,order,47163,47126|211194|47163|47218,1,13
